iteration,score,epsilon
1132,0,1e-05
1133,10,1e-05
1134,4,1e-05
1135,1,1e-05
1136,2,1e-05
1137,5,1e-05
1138,6,1e-05
1139,2,1e-05
1140,12,1e-05
1141,5,1e-05
1142,9,1e-05
1143,7,1e-05
1144,5,1e-05
1145,6,1e-05
1146,8,1e-05
1147,1,1e-05
1148,1,1e-05
1149,8,1e-05
1150,9,1e-05
1151,5,1e-05
1152,2,1e-05
1153,2,1e-05
1154,6,1e-05
1155,5,1e-05
1156,5,1e-05
1157,3,1e-05
1158,2,1e-05
1159,2,1e-05
1160,20,1e-05
1161,0,1e-05
1162,0,1e-05
1163,0,1e-05
1164,0,1e-05
1165,0,1e-05
1166,0,1e-05
1167,0,1e-05
1168,0,1e-05
1169,0,1e-05
1170,8,1e-05
1171,2,1e-05
1172,3,1e-05
1173,0,1e-05
1174,3,1e-05
1175,0,1e-05
1176,0,1e-05
1177,0,1e-05
1178,1,1e-05
1179,1,1e-05
1180,3,1e-05
1181,3,1e-05
1182,0,1e-05
1183,2,1e-05
1184,5,1e-05
1185,12,1e-05
1186,0,1e-05
1187,1,1e-05
1188,8,1e-05
1189,2,1e-05
1190,11,1e-05
1191,1,1e-05
1192,1,1e-05
1193,10,1e-05
1194,5,1e-05
1195,2,1e-05
1196,2,1e-05
1197,3,1e-05
1198,2,1e-05
1199,1,1e-05
1200,2,1e-05
1201,5,1e-05
1202,1,1e-05
1203,5,1e-05
1204,1,1e-05
1205,11,1e-05
1206,3,1e-05
1207,6,1e-05
1208,6,1e-05
1209,9,1e-05
1210,4,1e-05
1211,1,1e-05
1212,0,1e-05
1213,6,1e-05
1214,0,1e-05
1215,1,1e-05
1216,1,1e-05
1217,1,1e-05
1218,2,1e-05
1219,3,1e-05
1220,5,1e-05
1221,1,1e-05
1222,0,1e-05
1223,6,1e-05
1224,2,1e-05
1225,1,1e-05
1226,2,1e-05
1227,0,1e-05
1228,3,1e-05
1229,7,1e-05
1230,2,1e-05
1231,0,1e-05
1232,1,1e-05
1233,4,1e-05
1234,3,1e-05
1235,3,1e-05
1236,4,1e-05
1237,1,1e-05
1238,3,1e-05
1239,2,1e-05
1240,6,1e-05
1241,6,1e-05
1242,0,1e-05
1243,2,1e-05
1244,4,1e-05
1245,9,1e-05
1246,3,1e-05
1247,0,1e-05
1248,2,1e-05
1249,0,1e-05
1250,3,1e-05
1251,2,1e-05
1252,1,1e-05
1253,3,1e-05
1254,5,1e-05
1255,4,1e-05
1256,2,1e-05
1257,2,1e-05
1258,6,1e-05
1259,4,1e-05
1260,1,1e-05
1261,7,1e-05
1262,2,1e-05
1263,0,1e-05
1264,6,1e-05
1265,1,1e-05
1266,1,1e-05
1267,14,1e-05
1268,7,1e-05
1269,3,1e-05
1270,11,1e-05
1271,1,1e-05
1272,2,1e-05
1273,1,1e-05
1274,1,1e-05
1275,3,1e-05
1276,1,1e-05
1277,1,1e-05
1278,2,1e-05
1279,1,1e-05
1280,28,1e-05
1281,2,1e-05
1282,1,1e-05
1283,2,1e-05
1284,2,1e-05
1285,0,1e-05
1286,4,1e-05
1287,1,1e-05
1288,1,1e-05
1289,4,1e-05
1290,6,1e-05
1291,4,1e-05
1292,3,1e-05
1293,5,1e-05
1294,0,1e-05
1295,3,1e-05
1296,2,1e-05
1297,5,1e-05
1298,4,1e-05
1299,1,1e-05
1300,2,1e-05
1301,0,1e-05
1302,0,1e-05
1303,2,1e-05
1304,4,1e-05
1305,2,1e-05
1306,2,1e-05
1307,0,1e-05
1308,3,1e-05
1309,0,1e-05
1310,0,1e-05
1311,4,1e-05
1312,0,1e-05
1313,3,1e-05
1314,0,1e-05
1315,2,1e-05
1316,1,1e-05
1317,0,1e-05
1318,0,1e-05
1319,0,1e-05
1320,0,1e-05
1321,0,1e-05
1322,0,1e-05
1323,2,1e-05
1324,1,1e-05
1325,0,1e-05
1326,1,1e-05
1327,2,1e-05
1328,3,1e-05
1329,0,1e-05
1330,3,1e-05
1331,2,1e-05
1332,4,1e-05
1333,7,1e-05
1334,5,1e-05
1335,2,1e-05
1336,1,1e-05
1337,1,1e-05
1338,4,1e-05
1339,4,1e-05
1340,1,1e-05
1341,2,1e-05
1342,1,1e-05
1343,1,1e-05
1344,2,1e-05
1345,4,1e-05
1346,2,1e-05
1347,1,1e-05
1348,1,1e-05
1349,1,1e-05
1350,1,1e-05
